zip_code,year,quarter,sector,place_name,latitude,longitude,opportunity_score,consumption_kwh,price_cents_per_kwh,total_cost_usd,estimated_annual_cost_usd,consumption_intensity,solar_ghi_kwh_m2_day,solar_dni_kwh_m2_day,solar_tilt_kwh_m2_day,installations_count,installed_capacity_kw,avg_installation_size_kw,cumulative_installations,cumulative_capacity_kw,adoption_rate,installation_growth_qoq,co2_emissions_factor,potential_co2_reduction_tons
92136,2025,1,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,24.200000762939453,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,1,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,23.84000015258789,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,1,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,30.280000686645508,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,1,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,30.280000686645508,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,1,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,30.280000686645508,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,1,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,31.719999313354492,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,1,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,31.719999313354492,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,1,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,31.719999313354492,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,1,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,32.47999954223633,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,1,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,32.47999954223633,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,1,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,32.47999954223633,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,2,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,23.40999984741211,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,2,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,23.40999984741211,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,2,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,23.40999984741211,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,2,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,23.979999542236328,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,2,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,23.979999542236328,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,2,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,23.979999542236328,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,2,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,26.829999923706055,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,2,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,26.829999923706055,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,2,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,26.829999923706055,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,2,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,33.81999969482422,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,2,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,33.290000915527344,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,2,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,33.59000015258789,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,2,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,33.81999969482422,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,2,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,33.81999969482422,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,2,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,33.290000915527344,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,2,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,33.290000915527344,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,2,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,33.59000015258789,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,2,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,33.59000015258789,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,3,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,30.079999923706055,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,3,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,30.079999923706055,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,3,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,29.459999084472656,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,3,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,29.459999084472656,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,3,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,30.360000610351562,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,3,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,30.360000610351562,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,3,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,30.079999923706055,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,3,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,29.459999084472656,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,3,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,30.360000610351562,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,3,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,32.65999984741211,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,3,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,31.649999618530273,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,3,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,32.040000915527344,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,3,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,32.65999984741211,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,3,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,32.65999984741211,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,3,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,31.649999618530273,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,3,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,31.649999618530273,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
