zip_code,sector,year,quarter,co2_emissions_no_solar_tons,co2_emissions_with_solar_tons,electricity_cost_no_solar_usd,electricity_cost_with_solar_usd
91977,c,2028,3,0,0,0,0
91977,c,2028,4,0,0,0,0
91977,r,2026,1,90863.11,95142.9,878476.7,271199.07
91977,r,2026,2,30975.56,27437.31,331573.9,82471.37
91977,r,2026,3,46138.59,46056.32,428372.33,141293.35
91977,r,2026,4,47422.22,41021.13,388683.4,111661.11
91977,r,2027,1,95275.95,101185.79,903996.9,243301.1
91977,r,2027,2,27475.57,33641.6,274904.56,87657.59
91977,r,2027,3,46092.48,44495.95,470977.83,139636.65
91977,r,2027,4,41056.74,40169.67,372203.7,130844.64
91977,r,2028,1,101327.29,104125.29,811003.66,240270.06
91977,r,2028,2,33688.5,27891.91,292191.97,94853.47
91977,r,2028,3,44530.87,48921.47,465455.49,138038.66
91977,r,2028,4,40204.55,38466.53,436148.79,121903.54
91978,c,2026,1,0,0,0,0
91978,c,2026,2,0,0,0,0
91978,c,2026,3,0,0,0,0
91978,c,2026,4,0,0,0,0
91978,c,2027,1,0,0,0,0
91978,c,2027,2,0,0,0,0
91978,c,2027,3,0,0,0,0
91978,c,2027,4,0,0,0,0
91978,c,2028,1,0,0,0,0
91978,c,2028,2,0,0,0,0
91978,c,2028,3,0,0,0,0
91978,c,2028,4,0,0,0,0
91978,r,2026,1,24821.21,24582.4,207940.53,61522.79
91978,r,2026,2,7761.46,8096.36,76272.32,23776.91
91978,r,2026,3,12801.82,12617.46,125735.21,38706.44
91978,r,2026,4,11265.13,9816.31,106668.46,31452.61
91978,r,2027,1,24613.11,23729.71,205075.96,64042.33
91978,r,2027,2,8106.23,7709.29,79256.37,22779.66
91978,r,2027,3,12629.32,13021.04,129021.46,38372.38
91978,r,2027,4,9824.72,11009.5,104842.03,30497.78
91978,r,2028,1,23759.35,23402.81,213474.45,63665.12
91978,r,2028,2,7718.69,8010.9,75932.21,22768.23
91978,r,2028,3,13033.28,13361.36,127907.95,37794.41
91978,r,2028,4,11018.94,10820.99,101659.25,29244.68
91980,c,2026,1,0,0,0,0
91980,c,2026,2,0,0,0,0
91980,c,2026,3,0,0,0,0
91980,c,2026,4,0,0,0,0
91980,c,2027,1,0,0,0,0
91980,c,2027,2,0,0,0,0
91980,c,2027,3,0,0,0,0
91980,c,2027,4,0,0,0,0
91980,c,2028,1,0,0,0,0
91980,c,2028,2,0,0,0,0
91980,c,2028,3,0,0,0,0
91980,c,2028,4,0,0,0,0
91980,r,2026,1,0,0,0,0
91980,r,2026,2,0,0,0,0
91980,r,2026,3,0,0,0,0
91980,r,2026,4,0,0,0,0
91980,r,2027,1,0,0,0,0
91980,r,2027,2,0,0,0,0
91980,r,2027,3,0,0,0,0
91980,r,2027,4,0,0,0,0
91980,r,2028,1,0,0,0,0
91980,r,2028,2,0,0,0,0
91980,r,2028,3,0,0,0,0
91980,r,2028,4,0,0,0,0
92003,c,2026,1,6892.63,6871.75,41705.77,11967.75
92003,c,2026,2,2085.35,2062.82,14708.06,4077.99
92003,c,2026,3,0,0,0,0
92003,c,2026,4,0,0,0,0
92003,c,2027,1,6890.91,6400.76,39892.49,13314.86
92003,c,2027,2,2082.57,2137.07,13593.29,4311.84
92003,c,2027,3,0,0,0,0
92003,c,2027,4,0,0,0,0
92003,c,2028,1,6418.61,6122.47,44382.85,12960.5
92003,c,2028,2,2157.54,1975.1,14372.81,4235.79
92003,c,2028,3,0,0,0,0
92003,c,2028,4,0,0,0,0
92003,r,2026,1,18198.9,18623.62,151828.05,45176.89
92003,r,2026,2,3712.71,3687.11,35858.38,10601.76
92003,r,2026,3,5150.81,5261.62,49105.46,14952.5
92003,r,2026,4,7498.1,8106.08,74277.37,22202.35
92003,r,2027,1,18649.75,17476.65,150589.65,46721.27
92003,r,2027,2,3692.02,3651.07,35339.2,11564.69
92003,r,2027,3,5266.39,5095.51,49841.66,14122.81
92003,r,2027,4,8113.36,7692.69,74007.84,21939.59
92003,r,2028,1,17501.16,17334.1,155737.58,49212.99
92003,r,2028,2,3655.93,3598.2,38548.98,10636.97
92003,r,2028,3,5100.14,5171.91,47076.03,15702.93
92003,r,2028,4,7699.6,7664.78,73131.98,21817.02
92004,c,2026,1,0,0,0,0
92004,c,2026,2,0,0,0,0
92004,c,2026,3,0,0,0,0
92004,c,2026,4,0,0,0,0
92004,c,2027,1,0,0,0,0
92004,c,2027,2,0,0,0,0
92004,c,2027,3,0,0,0,0
92004,c,2027,4,0,0,0,0
92004,c,2028,1,0,0,0,0
92004,c,2028,2,0,0,0,0
92004,c,2028,3,0,0,0,0
92004,c,2028,4,0,0,0,0
92004,r,2026,1,4474.84,4682.34,41331.11,12826.01
92004,r,2026,2,2781.18,3162.3,27777.29,7978.47
92004,r,2026,3,10716.88,9324.48,95165.26,28243.71
92004,r,2026,4,4302.57,3958.66,40535.11,11687.63
92004,r,2027,1,4689.15,4632.66,42753.35,12935.44
92004,r,2027,2,3165.53,2740.91,26594.88,9110.56
92004,r,2027,3,9335.54,9999.13,94145.7,28816.91
92004,r,2027,4,3962.17,4192.5,38958.77,12267.65
92004,r,2028,1,4639.39,4792.07,43118.15,13687.23
92004,r,2028,2,2743.71,2624.23,30368.53,9208.86
92004,r,2028,3,10010.99,9892,96056.37,28180.79
92004,r,2028,4,4196.22,4029.46,40892.18,12817.9
92007,c,2026,1,0,0,0,0
92007,c,2026,2,0,0,0,0
92007,c,2026,3,0,0,0,0
92007,c,2026,4,0,0,0,0
92007,c,2027,1,0,0,0,0
92007,c,2027,2,0,0,0,0
92007,c,2027,3,0,0,0,0
92007,c,2027,4,0,0,0,0
92007,c,2028,1,0,0,0,0
92007,c,2028,2,0,0,0,0
92007,c,2028,3,0,0,0,0
92007,c,2028,4,0,0,0,0
92007,r,2026,1,11540.97,10069.45,100658.29,30242.71
92007,r,2026,2,9054.87,9875.76,93075.83,29557.51
92007,r,2026,3,12915.47,12341.82,130853.88,36701.67
92007,r,2026,4,12201.47,11939.55,129847.02,38464.68
92007,r,2027,1,10077.53,10958.67,100809.02,30813.1
92007,r,2027,2,9883.9,9276.8,98525.05,26688.15
92007,r,2027,3,12353.76,13578.39,122338.91,34219.21
92007,r,2027,4,11949.96,13412.31,128215.6,40159.55
92007,r,2028,1,10967.46,10975.08,102710.35,28191.65
92007,r,2028,2,9284.44,9819.91,88960.5,27881.33
92007,r,2028,3,13591.52,12694.81,114064.02,32761.53
92007,r,2028,4,13423.99,13243.79,133865.15,44153.81
92008,c,2026,1,101873.35,0,751082.33,223578.34
92008,c,2026,2,69197.17,0,486175.3,148469.82
92008,c,2026,3,165749.1,167395.04,1480486.23,406969.06
92008,c,2026,4,124989.16,133165.69,1013912.46,334261.04
92008,c,2027,1,100734.73,0,745261.14,228011.96
92008,c,2027,2,64325.22,0,494899.39,157283.75
92008,c,2027,3,167791.07,162875.8,1356563.52,461995.54
92008,c,2027,4,133475,130340,1114203.46,302562.11
92008,c,2028,1,104136.72,0,760039.88,220733.79
92008,c,2028,2,64639.3,0,524279.16,157743.08
92008,c,2028,3,163261.14,149242.44,1539985.12,424627.9
92008,c,2028,4,130642.74,143232.56,1008540.38,343330.9
92008,r,2026,1,49155,47865.49,461946.5,143589.85
92008,r,2026,2,35478.65,44588.49,424304.35,140397.86
92008,r,2026,3,56401.65,52911.01,573087.52,153080.69
92008,r,2026,4,55803.64,59519.86,519059.76,161768.57
92008,r,2027,1,47908.37,50572.63,478632.82,135009.39
92008,r,2027,2,44628.71,42442.17,467992.86,119112.3
92008,r,2027,3,52956.38,59601.7,510268.96,143575.81
92008,r,2027,4,59573.95,53744.13,539228.57,155362.18
92008,r,2028,1,50617.93,52399.4,450031.29,136381.9
92008,r,2028,2,42480.45,46812.23,397041,124631.41
92008,r,2028,3,59652.8,53068.5,478586.03,149013.98
92008,r,2028,4,53792.97,55832.44,517873.92,168012.28
92009,c,2026,1,16930.93,16669.18,106359.83,32857.86
92009,c,2026,2,21429.18,21512.11,138560.69,45632.71
92009,c,2026,3,10958,11861.21,81385.56,27000.99
92009,c,2026,4,37487.14,38071.26,277894.97,85564.68
92009,c,2027,1,16709.46,14891.05,109526.21,36842.46
92009,c,2027,2,21560.07,19361.48,152109.03,41249.86
92009,c,2027,3,11917.73,9767.76,90003.31,28542.97
92009,c,2027,4,38118.62,37300.58,285215.6,81446.18
92009,c,2028,1,14927.04,15334.37,122808.2,36119.38
92009,c,2028,2,19404.64,21254.62,137499.53,44791.44
92009,c,2028,3,9814.31,10802.04,95143.24,26420.78
92009,c,2028,4,37346.99,38283.2,271487.27,80104.13
92009,r,2026,1,45313.47,43959.55,417553.31,128388.49
92009,r,2026,2,33841.61,35183.51,336212.56,99027.32
92009,r,2026,3,53750.6,55772.15,589081.19,153974.71
92009,r,2026,4,51898.59,59334.87,480987.45,154434.87
92009,r,2027,1,43998.54,45675.69,427961.63,124179.47
92009,r,2027,2,35214.36,33616.37,330091.06,101537.82
92009,r,2027,3,55819.53,61221.34,513249.02,153370.76
92009,r,2027,4,59387.68,49749.04,514782.91,141874.26
92009,r,2028,1,45716.2,46814.25,413931.57,123507.65
92009,r,2028,2,33645.85,33004.31,338459.41,104973.54
92009,r,2028,3,61273.34,53340.34,511235.87,154776.75
92009,r,2028,4,49793.32,53244.54,472914.21,153156.69
92010,c,2026,1,13113.71,13801.37,82714.94,26349.79
92010,c,2026,2,2448.34,2142.55,15769.55,4900.63
92010,c,2026,3,6180.25,5854.12,54026.22,16282.56
92010,c,2026,4,10595.33,10990.66,75147.38,23456.05
92010,c,2027,1,13828.6,12117.2,87832.65,24905.48
92010,c,2027,2,2163.07,2291.31,16335.43,4787.8
92010,c,2027,3,5904.4,5979.48,54275.22,16301.16
92010,c,2027,4,11024.08,10387.41,78186.82,21981.78
92010,c,2028,1,12141.11,12866.92,83018.26,23845.17
92010,c,2028,2,2313.25,2373.53,15959.34,4513.5
92010,c,2028,3,6030.83,6007.04,54337.19,18053.92
92010,c,2028,4,10418.99,10807.54,73272.6,25215.45
92010,r,2026,1,27901.12,28677.89,262594.65,82475.93
92010,r,2026,2,24660.77,29057.8,267563.82,82892.92
92010,r,2026,3,43561.22,41180.69,405313.23,115518.92
92010,r,2026,4,30655,28983.76,299878.32,97402.91
92010,r,2027,1,28703.88,28774.65,274919.77,72537.07
92010,r,2027,2,29084.73,26816.08,276309.72,72571.84
92010,r,2027,3,41225.55,42080.21,385063.07,111039.3
92010,r,2027,4,29011.26,31130.92,324676.35,94866.96
92010,r,2028,1,28800.73,30125.22,241790.25,76522.46
92010,r,2028,2,26840.94,27692.63,241906.13,75212.63
92010,r,2028,3,42126.05,39977.81,370131,127963.61
92010,r,2028,4,31160.46,33705.25,316223.19,109856.15
92011,c,2026,1,53009.84,51156.32,384196.29,100082.26
92011,c,2026,2,64648,60154.01,464313.87,130906.73
92011,c,2026,3,58922.67,62582.58,597412.92,173109.1
92011,c,2026,4,61939.05,65290.38,432082.31,138316.44
92011,c,2027,1,51211.66,55685.16,333607.54,106310.69
92011,c,2027,2,60211.43,63885.73,436355.75,135084.69
92011,c,2027,3,62650.45,67325.6,577030.34,184024.06
92011,c,2027,4,65352.21,57653.62,461054.78,138364.01
92011,c,2028,1,55745.4,48352.86,354368.95,114036.78
92011,c,2028,2,63946.71,60038.92,450282.3,127969.16
92011,c,2028,3,67398.61,65028.58,613413.53,166624.72
92011,c,2028,4,57708.21,61519.47,461213.37,156759.51
92011,r,2026,1,28937.77,30501.31,255438.25,80673.08
92011,r,2026,2,27862.24,27878.52,268889.18,82169.97
92011,r,2026,3,41788.98,39584.83,380149.92,105624.15
92011,r,2026,4,36171.76,39361.12,359289.67,107484.46
92011,r,2027,1,30527.62,27908.41,268910.25,81128.95
92011,r,2027,2,27900.11,26789.84,273899.91,79078.11
92011,r,2027,3,39621.52,39443.91,352080.51,110081.46
92011,r,2027,4,39394.11,37055.67,358281.53,107181.82
92011,r,2028,1,27932.48,29380.32,270429.85,74774.52
92011,r,2028,2,26810.58,27289.07,263593.69,82520.25
92011,r,2028,3,39480.47,36531.46,366938.19,115389.62
92011,r,2028,4,37086.73,36951.69,357272.74,113385.39
92014,c,2026,1,0,0,0,0
92014,c,2026,2,0,0,0,0
92014,c,2026,3,0,0,0,0
92014,c,2026,4,0,0,0,0
92014,c,2027,1,0,0,0,0
92014,c,2027,2,0,0,0,0
92014,c,2027,3,0,0,0,0
92014,c,2027,4,0,0,0,0
92014,c,2028,1,0,0,0,0
92014,c,2028,2,0,0,0,0
92014,c,2028,3,0,0,0,0
92014,c,2028,4,0,0,0,0
92014,r,2026,1,26975.52,28008.55,239906.81,73185.57
92014,r,2026,2,17963.54,19661.31,208019.58,58525.82
92014,r,2026,3,25262.68,27787.96,247489.48,75129.32
92014,r,2026,4,28867.65,30842.05,286621.3,84387.55
92014,r,2027,1,28033.66,26024.92,243951.91,71535.29
92014,r,2027,2,19678.49,20700.67,195086.07,57481.99
92014,r,2027,3,27814.88,25614.19,250431.07,73994.97
92014,r,2027,4,30869.09,29261.49,281291.85,90764.33
92014,r,2028,1,26048.25,26463.73,238450.95,69878.04
92014,r,2028,2,20718.76,19413.61,191606.63,60788.36
92014,r,2028,3,25639,25918.63,246649.89,77387.52
92014,r,2028,4,29287.15,28717.4,302547.76,80988.71
92019,c,2026,1,0,0,0,0
92019,c,2026,2,0,0,0,0
92019,c,2026,3,0,0,0,0
92019,c,2026,4,0,0,0,0
92019,c,2027,1,0,0,0,0
92019,c,2027,2,0,0,0,0
92019,c,2027,3,0,0,0,0
92019,c,2027,4,0,0,0,0
92019,c,2028,1,0,0,0,0
92019,c,2028,2,0,0,0,0
92019,c,2028,3,0,0,0,0
92019,c,2028,4,0,0,0,0
92019,r,2026,1,94716.6,91977.64,835466.28,269103.04
92019,r,2026,2,61395.39,58487.72,588050.67,178111.65
92019,r,2026,3,145933.18,136724.43,1382179.65,399374.98
92019,r,2026,4,88453.68,98087.99,1019238.55,281114.68
92019,r,2027,1,92074.83,92605.16,897010.14,247135.2
92019,r,2027,2,58537.44,58624.73,593705.5,192331.29
92019,r,2027,3,136853.14,144327.53,1331249.93,423753.72
92019,r,2027,4,98184.78,106069.24,937048.92,285243.26
92019,r,2028,1,92703.02,99426.84,823784.01,231147.79
92019,r,2028,2,58674.56,59188.48,641104.3,171059.66
92019,r,2028,3,144463.4,139009.44,1412512.38,406068.23
92019,r,2028,4,106173.91,97516,950810.88,284534.49
92020,c,2026,1,471311.33,491976.21,3273797.53,957518.85
92020,c,2026,2,438507.27,459097.47,3417572.54,943146.67
92020,c,2026,3,524554.72,495166.38,5019274.43,1308587.13
92020,c,2026,4,461640.53,460804.41,3344798.58,1049617.27
92020,c,2027,1,492484.67,474444.28,3191729.49,984033.37
92020,c,2027,2,459564.14,472141.03,3143822.23,1031610.22
92020,c,2027,3,495727.37,567156.84,4361957.11,1317930.11
92020,c,2027,4,461264.65,447701.48,3498724.23,1003375.94
92020,c,2028,1,474934.61,462550.84,3280111.24,944494.32
92020,c,2028,2,472620.96,434322.15,3438700.72,990742.88
92020,c,2028,3,567799.4,492882.75,4393100.37,1458286.78
92020,c,2028,4,448148.64,468304.43,3344586.46,972584.82
92020,r,2026,1,257010.43,229006.37,2239487.62,699155.5
92020,r,2026,2,174592.8,171011.36,1712554.5,550199.67
92020,r,2026,3,335394.18,312927.62,2960478.38,840164.84
92020,r,2026,4,235545.77,206471.71,2200330.7,678478.38
92020,r,2027,1,229238.29,246920.47,2330518.34,688764.51
92020,r,2027,2,171174.5,171701.15,1833998.91,521762.56
92020,r,2027,3,313229.85,309138.44,2800549.46,858360.56
92020,r,2027,4,206682.79,229414.37,2261594.58,680947.47
92020,r,2028,1,247170.52,256957.29,2295881.68,699268.04
92020,r,2028,2,171864.94,183877.2,1739208.52,492882.69
92020,r,2028,3,309437,292438.38,2861201.86,859394.68
92020,r,2028,4,229648.9,235801.96,2269824.89,644066.95
92021,c,2026,1,65911.64,0,576011.7,163169.78
92021,c,2026,2,71343.99,68053.32,515174.05,149040.02
92021,c,2026,3,58542.47,62026.24,479592.84,163575.4
92021,c,2026,4,58341.83,68162.58,446439.42,149450.37
92021,c,2027,1,70442.11,0,543899.28,155067.8
92021,c,2027,2,68252.71,70818.75,496800.08,146484.21
92021,c,2027,3,62291.42,53308,545251.35,147961.6
92021,c,2027,4,68356.59,60902.76,498167.91,139198.41
92021,c,2028,1,79863.37,0,516892.66,157170.32
92021,c,2028,2,71026.24,68292.96,488280.7,145532.97
92021,c,2028,3,53535.91,60606.11,493205.33,163871.07
92021,c,2028,4,61076.11,67959.51,463994.7,147984.38
92021,r,2026,1,153652.9,157145.23,1421901.08,421331.69
92021,r,2026,2,118088.72,116365.79,1097465.28,358174.46
92021,r,2026,3,255221.85,234689.7,2291496.46,721925.93
92021,r,2026,4,164388.24,158793.84,1675726.46,432336.14
92021,r,2027,1,157310.03,157717.81,1404438.98,406754.88
92021,r,2027,2,116466.7,109503.02,1193914.88,355563.39
92021,r,2027,3,234904.59,238973.09,2406419.77,706118.41
92021,r,2027,4,158949.64,174329.4,1441120.48,462227.47
92021,r,2028,1,157883.2,155780.9,1355849.6,463662.91
92021,r,2028,2,109597.98,119126.58,1185211.29,334113.56
92021,r,2028,3,239191.9,250958.08,2353728.02,714920.86
92021,r,2028,4,174500.45,149922.84,1540758.22,503183.98
92024,c,2026,1,0,0,0,0
92024,c,2026,2,0,0,0,0
92024,c,2026,3,0,0,0,0
92024,c,2026,4,0,0,0,0
92024,c,2027,1,0,0,0,0
92024,c,2027,2,0,0,0,0
92024,c,2027,3,0,0,0,0
92024,c,2027,4,0,0,0,0
92024,c,2028,1,0,0,0,0
92024,c,2028,2,0,0,0,0
92024,c,2028,3,0,0,0,0
92024,c,2028,4,0,0,0,0
92024,r,2026,1,43716.18,50167.73,407416.96,121328.58
92024,r,2026,2,36270.38,38582.2,342322.26,109022.38
92024,r,2026,3,46397.14,47825.51,485800.42,154288.96
92024,r,2026,4,60158.67,60360.12,591718.74,174951.99
92024,r,2027,1,50208.95,44390.51,404428.61,144961.84
92024,r,2027,2,38614.2,34153.49,363407.93,106994.94
92024,r,2027,3,47863.55,50417.96,514296.52,151843.89
92024,r,2027,4,60412.06,61083.73,583173.31,173062.95
92024,r,2028,1,44426.99,44064.92,483206.14,122804.49
92024,r,2028,2,34181.83,36257.21,356649.81,103093.26
92024,r,2028,3,50458.07,53375.38,506146.3,136931.86
92024,r,2028,4,61136.29,60201.57,576876.5,176850.12
92025,c,2026,1,125708.03,124488.71,856874.83,258258.34
92025,c,2026,2,111284.82,105477.81,795504.36,253114.95
92025,c,2026,3,143914.41,133225.72,1207575.04,373610.54
92025,c,2026,4,134316.99,135032.06,928240.52,299850.6
92025,c,2027,1,124617.83,124689.5,860861.12,234659.6
92025,c,2027,2,105594.26,109680.48,843716.49,222596.17
92025,c,2027,3,133369.08,136097.43,1245368.45,378919.8
92025,c,2027,4,135157.85,123697.04,999501.99,308731.02
92025,c,2028,1,124818.82,125269.57,782198.67,269898.16
92025,c,2028,2,109801.57,116327.75,741987.23,234379.55
92025,c,2028,3,136243.88,140356.86,1263066.01,386283.73
92025,c,2028,4,123812.26,133193.32,1029103.42,309232.64
92025,r,2026,1,37204.56,43516.72,367107.11,105015.24
92025,r,2026,2,18330.24,17467.91,174151.65,46949.25
92025,r,2026,3,43707.56,43735.93,412494.77,120420.94
92025,r,2026,4,39355.64,39955.47,374668.43,112670.78
92025,r,2027,1,43563.76,41072.2,350050.81,110369.11
92025,r,2027,2,17479.94,16972.42,156497.5,52073.73
92025,r,2027,3,43770.45,42860.41,401403.14,128984.34
92025,r,2027,4,39989.33,38666.16,375569.26,110738.36
92025,r,2028,1,41116.6,39163.93,367897.02,103401.65
92025,r,2028,2,16984.1,15251.88,173579.11,49199.55
92025,r,2028,3,42894.25,41707.93,429947.8,135563.08
92025,r,2028,4,38698.93,38759.13,369127.87,102605.17
92026,c,2026,1,51796.34,49477.94,346325.77,106000.18
92026,c,2026,2,28021.33,28420.91,196951.58,60739.85
92026,c,2026,3,38889.43,33396.01,324098.84,91668.04
92026,c,2026,4,21941.68,21680.31,165917.88,51813.2
92026,c,2027,1,49539.67,51254.12,353333.95,100881.96
92026,c,2027,2,28455.65,26830.28,202466.18,59300.85
92026,c,2027,3,33431.11,36457,305560.15,90562.24
92026,c,2027,4,21712.82,22909.77,172710.65,49323.13
92026,c,2028,1,51318.06,52291.29,336273.2,107634.12
92026,c,2028,2,26863.07,27581.52,197669.52,62978.73
92026,c,2028,3,36495.31,34371.63,301874.15,96225.4
92026,c,2028,4,22944.12,23847.71,164410.44,49200.4
92026,r,2026,1,93571.14,86916.3,804041.87,235743
92026,r,2026,2,17053.45,17901.67,177904.57,60677.22
92026,r,2026,3,54833.49,54735.76,510878.79,142808.62
92026,r,2026,4,42753.2,41137.4,435051.68,121493.14
92026,r,2027,1,87033.15,92047.18,785810.02,247159.63
92026,r,2027,2,17916.31,17400.81,202257.41,61186.64
92026,r,2027,3,54782.66,53207.93,476028.74,137386.08
92026,r,2027,4,41175.34,45120.39,404977.12,132455.45
92026,r,2028,1,92170.92,89959.98,823865.42,221838.35
92026,r,2028,2,17415.05,19782.76,203955.46,59251.9
92026,r,2028,3,53253.53,49578.31,457953.61,153499.14
92026,r,2028,4,45162.01,42001.28,441518.16,135395.25
92027,c,2026,1,0,0,0,0
92027,c,2026,2,0,0,0,0
92027,c,2026,3,15958.03,0,156572.46,46112.59
92027,c,2026,4,14740.72,0,127042.48,34406.53
92027,c,2027,1,0,0,0,0
92027,c,2027,2,0,0,0,0
92027,c,2027,3,16320.44,0,153708.63,50806.31
92027,c,2027,4,14465.17,0,114688.43,32924.64
92027,c,2028,1,0,0,0,0
92027,c,2028,2,0,0,0,0
92027,c,2028,3,17186.22,0,169354.35,44849.11
92027,c,2028,4,16020.99,0,109748.81,39372.38
92027,r,2026,1,41641.23,38518.65,353983.21,101651.4
92027,r,2026,2,17929.85,17810.77,175328.04,49612.28
92027,r,2026,3,47283.43,46191.51,464698.63,146169.39
92027,r,2026,4,36985.03,32145.62,355543,108904.44
92027,r,2027,1,38562.19,39799.23,338837.99,109828.4
92027,r,2027,2,17828.54,17069.74,165374.27,53138.29
92027,r,2027,3,46230.88,48383.85,487231.3,140059.32
92027,r,2027,4,32173.77,36751.2,363014.79,108202.19
92027,r,2028,1,39844.21,38096.42,366094.65,106580.23
92027,r,2028,2,17086.77,16100.65,177127.62,55064.43
92027,r,2028,3,48425.09,50729.92,466864.4,144307.64
92027,r,2028,4,36783.39,37523.53,360673.98,104751.58
92028,c,2026,1,38456.9,37290.41,252054.26,71178.81
92028,c,2026,2,16013.28,15254.76,108082.23,33974.65
92028,c,2026,3,0,0,0,0
92028,c,2026,4,0,0,0,0
92028,c,2027,1,37446.6,38629.9,237262.71,69654.41
92028,c,2027,2,15400.84,15704.29,113248.84,33656.57
92028,c,2027,3,0,0,0,0
92028,c,2027,4,0,0,0,0
92028,c,2028,1,38791.7,36362.95,232181.36,76323.4
92028,c,2028,2,15854.68,16455,112188.57,31418.79
92028,c,2028,3,0,0,0,0
92028,c,2028,4,0,0,0,0
92028,r,2026,1,102741.33,95855.28,875513.44,249540.03
92028,r,2026,2,28869.88,28706.88,289830.96,81979.69
92028,r,2026,3,59193.76,57662.99,550341.13,171524.31
92028,r,2026,4,57791.57,60985.86,554975.85,164312.57
92028,r,2027,1,95983.78,100172.59,831800.1,277885.1
92028,r,2027,2,28737.44,29390.3,273265.64,81714.09
92028,r,2027,3,57713.77,57444.63,571747.71,156826.53
92028,r,2027,4,61042.85,57622.63,547708.56,174730.44
92028,r,2028,1,100306.88,95171.1,926283.65,285043.33
92028,r,2028,2,29421.58,27710.49,272380.31,85678.02
92028,r,2028,3,57495.22,59679.05,522755.08,156450.95
92028,r,2028,4,57676.48,56868.08,582434.81,173026.88
92029,c,2026,1,0,0,0,0
92029,c,2026,2,0,0,0,0
92029,c,2026,3,0,0,0,0
92029,c,2026,4,0,0,0,0
92029,c,2027,1,0,0,0,0
92029,c,2027,2,0,0,0,0
92029,c,2027,3,0,0,0,0
92029,c,2027,4,0,0,0,0
92029,c,2028,1,0,0,0,0
92029,c,2028,2,0,0,0,0
92029,c,2028,3,0,0,0,0
92029,c,2028,4,0,0,0,0
92029,r,2026,1,51198.46,46129.72,438226.73,129145.34
92029,r,2026,2,20890.05,20344.28,224091.64,65640.98
92029,r,2026,3,34792.68,39343.48,422001.94,109749.68
92029,r,2026,4,35790.02,36228.66,349762.31,105532.11
92029,r,2027,1,46188.41,49600.52,430484.46,119131.89
92029,r,2027,2,20363.32,22488.13,218803.25,62005.53
92029,r,2027,3,39382.05,44164.1,365832.26,107102.74
92029,r,2027,4,36266.73,36581.74,351773.69,96561.66
92029,r,2028,1,49663.63,48724.21,397106.3,134424.72
92029,r,2028,2,22509.17,21957.43,206685.09,61676.77
92029,r,2028,3,44207.39,38285.73,357009.14,99647.07
92029,r,2028,4,36620.18,36792.11,321872.19,97389.69
92036,c,2026,1,0,0,0,0
92036,c,2026,2,0,0,0,0
92036,c,2026,3,0,0,0,0
92036,c,2026,4,0,0,0,0
92036,c,2027,1,0,0,0,0
92036,c,2027,2,0,0,0,0
92036,c,2027,3,0,0,0,0
92036,c,2027,4,0,0,0,0
92036,c,2028,1,0,0,0,0
92036,c,2028,2,0,0,0,0
92036,c,2028,3,0,0,0,0
92036,c,2028,4,0,0,0,0
92036,r,2026,1,23307.74,23897.44,205834.1,62678.17
92036,r,2026,2,5717.72,5193.62,52138.06,15448.01
92036,r,2026,3,6632.47,6940.91,60535.9,19269.49
92036,r,2026,4,7655.25,7613.15,66742.83,19284.57
92036,r,2027,1,23931.97,23808.37,208927.25,60674.43
92036,r,2027,2,5198.72,5309.76,51493.36,16100.29
92036,r,2027,3,6948.54,6331.34,64231.63,18781.35
92036,r,2027,4,7620.14,6921.04,64281.9,20976.72
92036,r,2028,1,23842.78,24166.15,202248.1,59441.24
92036,r,2028,2,5314.97,5244.1,53667.64,14750.87
92036,r,2028,3,6338.3,6717.87,62604.5,17051.06
92036,r,2028,4,6927.4,6665.85,69922.4,22396.67
92037,c,2026,1,0,0,0,0
92037,c,2026,2,0,0,0,0
92037,c,2026,3,0,0,0,0
92037,c,2026,4,0,0,0,0
92037,c,2027,1,0,0,0,0
92037,c,2027,2,0,0,0,0
92037,c,2027,3,0,0,0,0
92037,c,2027,4,0,0,0,0
92037,c,2028,1,0,0,0,0
92037,c,2028,2,0,0,0,0
92037,c,2028,3,0,0,0,0
92037,c,2028,4,0,0,0,0
92037,r,2026,1,70235.8,66471.06,708112.7,186083.75
92037,r,2026,2,59271.72,60901.17,586601.29,184734.45
92037,r,2026,3,73874.12,79534.18,761505.69,218927.81
92037,r,2026,4,68279.95,77111.81,809890.06,231882.81
92037,r,2027,1,66518.58,76174.82,620279.16,197811.78
92037,r,2027,2,60948.06,58088.81,615781.5,173686.25
92037,r,2027,3,79594.69,78719.76,729759.36,226488.49
92037,r,2027,4,77175.55,82483.33,772942.71,248460.99
92037,r,2028,1,76229.27,66726.17,659372.59,182645.55
92037,r,2028,2,58133.53,60978.41,578954.18,178222.94
92037,r,2028,3,78779.64,75438.02,754961.65,234637.79
92037,r,2028,4,82551.51,78720.43,828203.31,246552.27
92040,c,2026,1,0,0,0,0
92040,c,2026,2,0,0,0,0
92040,c,2026,3,0,0,0,0
92040,c,2026,4,0,0,0,0
92040,c,2027,1,0,0,0,0
92040,c,2027,2,0,0,0,0
92040,c,2027,3,0,0,0,0
92040,c,2027,4,0,0,0,0
92040,c,2028,1,0,0,0,0
92040,c,2028,2,0,0,0,0
92040,c,2028,3,0,0,0,0
92040,c,2028,4,0,0,0,0
