zip_code,sector,year,quarter,co2_emissions_no_solar_tons,co2_emissions_with_solar_tons,electricity_cost_no_solar_usd,electricity_cost_with_solar_usd
92040,r,2026,1,88680.4,88820.14,774681.41,228717.03
92040,r,2026,2,35797.67,34844.27,377977.55,113149.23
92040,r,2026,3,95206.83,89228.98,945979.53,264728.38
92040,r,2026,4,75035.54,82703.39,764887.37,228608.33
92040,r,2027,1,88924.41,87037.29,762390.12,233450.35
92040,r,2027,2,34865.79,37254.85,377164.11,113017.43
92040,r,2027,3,89313.86,98745.88,882427.92,283839.38
92040,r,2027,4,82781.38,79298.33,762027.76,250911.28
92040,r,2028,1,87139.46,85656.33,778167.82,212708.83
92040,r,2028,2,37277.86,37174.67,376724.78,116135.71
92040,r,2028,3,98839.81,92112.06,946131.26,279905.24
92040,r,2028,4,79373.11,79001.87,836370.93,231923.36
92045,c,2026,1,0,0,0,0
92045,c,2026,2,0,0,0,0
92045,c,2026,3,0,0,0,0
92045,c,2026,4,0,0,0,0
92045,c,2027,1,0,0,0,0
92045,c,2027,2,0,0,0,0
92045,c,2027,3,0,0,0,0
92045,c,2027,4,0,0,0,0
92045,c,2028,1,0,0,0,0
92045,c,2028,2,0,0,0,0
92045,c,2028,3,0,0,0,0
92045,c,2028,4,0,0,0,0
92045,r,2026,1,0,0,0,0
92045,r,2026,2,0,0,0,0
92045,r,2026,3,0,0,0,0
92045,r,2026,4,0,0,0,0
92045,r,2027,1,0,0,0,0
92045,r,2027,2,0,0,0,0
92045,r,2027,3,0,0,0,0
92045,r,2027,4,0,0,0,0
92045,r,2028,1,0,0,0,0
92045,r,2028,2,0,0,0,0
92045,r,2028,3,0,0,0,0
92045,r,2028,4,0,0,0,0
92049,c,2026,1,0,0,0,0
92049,c,2026,2,0,0,0,0
92049,c,2026,3,0,0,0,0
92049,c,2026,4,0,0,0,0
92049,c,2027,1,0,0,0,0
92049,c,2027,2,0,0,0,0
92049,c,2027,3,0,0,0,0
92049,c,2027,4,0,0,0,0
92049,c,2028,1,0,0,0,0
92049,c,2028,2,0,0,0,0
92049,c,2028,3,0,0,0,0
92049,c,2028,4,0,0,0,0
92049,r,2026,1,0,0,0,0
92049,r,2026,2,0,0,0,0
92049,r,2026,3,0,0,0,0
92049,r,2026,4,0,0,0,0
92049,r,2027,1,0,0,0,0
92049,r,2027,2,0,0,0,0
92049,r,2027,3,0,0,0,0
92049,r,2027,4,0,0,0,0
92049,r,2028,1,0,0,0,0
92049,r,2028,2,0,0,0,0
92049,r,2028,3,0,0,0,0
92049,r,2028,4,0,0,0,0
92054,c,2026,1,195826.34,211725.23,1271747.78,392015.17
92054,c,2026,2,169327.33,158156.73,1260853.86,325243.59
92054,c,2026,3,137527.31,131549.89,1076151.9,341815.79
92054,c,2026,4,153974.53,155414.16,1010096.85,324893.54
92054,c,2027,1,212064.39,188619,1306717.22,385780.64
92054,c,2027,2,158397.26,179048.37,1084145.31,393534.53
92054,c,2027,3,131751.32,125160.77,1139385.98,375127.01
92054,c,2027,4,155621.89,138484.38,1082978.46,311600.86
92054,c,2028,1,188921.15,193805.48,1285935.48,425640.48
92054,c,2028,2,179320.67,153954.76,1311781.76,335561.93
92054,c,2028,3,125352.42,132515.15,1250423.36,333976.91
92054,c,2028,4,138669.47,148476.45,1038669.52,334707.75
92054,r,2026,1,116218.17,123801.98,1048761.35,328582.07
92054,r,2026,2,69020.14,71289.65,758610.71,212430.95
92054,r,2026,3,63740.72,62325.7,522928.8,159386.33
92054,r,2026,4,73421.24,80999.93,659786.17,212496.08
92054,r,2027,1,123982.43,118233.58,1095273.55,307944.56
92054,r,2027,2,71386.4,78886.71,708103.16,209464.29
92054,r,2027,3,62401.98,56136.89,531287.78,166695.18
92054,r,2027,4,81104.64,70310.97,708320.27,217577.61
92054,r,2028,1,118405.91,123477.2,1026481.87,344174.95
92054,r,2028,2,78993.77,73634.51,698214.31,197024.61
92054,r,2028,3,56205.59,57034.23,555650.61,174554.79
92054,r,2028,4,70401.86,75483.07,725258.71,228808.37
92055,c,2026,1,0,0,0,0
92055,c,2026,2,0,0,0,0
92055,c,2026,3,0,0,0,0
92055,c,2026,4,0,0,0,0
92055,c,2027,1,0,0,0,0
92055,c,2027,2,0,0,0,0
92055,c,2027,3,0,0,0,0
92055,c,2027,4,0,0,0,0
92055,c,2028,1,0,0,0,0
92055,c,2028,2,0,0,0,0
92055,c,2028,3,0,0,0,0
92055,c,2028,4,0,0,0,0
92055,r,2026,1,0,0,0,0
92055,r,2026,2,0,0,0,0
92055,r,2026,3,0,0,0,0
92055,r,2026,4,0,0,0,0
92055,r,2027,1,0,0,0,0
92055,r,2027,2,0,0,0,0
92055,r,2027,3,0,0,0,0
92055,r,2027,4,0,0,0,0
92055,r,2028,1,0,0,0,0
92055,r,2028,2,0,0,0,0
92055,r,2028,3,0,0,0,0
92055,r,2028,4,0,0,0,0
92056,c,2026,1,229431.45,231068.46,1551855.61,471108.35
92056,c,2026,2,105843.31,114669.68,754492.44,218203.63
92056,c,2026,3,89787.82,98010.63,816309.46,267529.61
92056,c,2026,4,137427.02,133747.67,830072.03,275268.83
92056,c,2027,1,231438.62,230165.61,1570361.16,431516.78
92056,c,2027,2,115033.4,110327.26,727345.45,246026.63
92056,c,2027,3,98477.7,97972.08,891765.36,259878.04
92056,c,2027,4,134171.91,115768.73,917562.75,259340.59
92056,c,2028,1,230534.32,232910.29,1438389.28,432111.1
92056,c,2028,2,110677.21,106357.63,820088.77,242918.86
92056,c,2028,3,98438.96,107028.17,866260.15,243884.69
92056,c,2028,4,116135.94,127970.91,864468.64,264385.08
92056,r,2026,1,153582.15,149325.17,1366018.68,421434.33
92056,r,2026,2,88038.4,84988.68,831914.99,217757.81
92056,r,2026,3,85090.85,83635.26,765759.89,251085.03
92056,r,2026,4,97041.58,103368.84,925729.48,280458.63
92056,r,2027,1,149542.21,153785.13,1404781.11,401481.24
92056,r,2027,2,85104.73,86279.96,725859.35,245545.33
92056,r,2027,3,83736.23,82082.14,836950.09,236539.62
92056,r,2027,4,103501.64,98613.34,934862.12,271891.35
92056,r,2028,1,154008.66,158148.97,1338270.8,441889.92
92056,r,2028,2,86397.78,75280.67,818484.44,226145.25
92056,r,2028,3,82181.23,89713.05,788465.41,240660.46
92056,r,2028,4,98740.03,99586.2,906304.5,285253.99
92057,c,2026,1,0,0,0,0
92057,c,2026,2,0,0,0,0
92057,c,2026,3,0,0,0,0
92057,c,2026,4,0,0,0,0
92057,c,2027,1,0,0,0,0
92057,c,2027,2,0,0,0,0
92057,c,2027,3,0,0,0,0
92057,c,2027,4,0,0,0,0
92057,c,2028,1,0,0,0,0
92057,c,2028,2,0,0,0,0
92057,c,2028,3,0,0,0,0
92057,c,2028,4,0,0,0,0
92057,r,2026,1,138445.85,141772.31,1307872.89,371743.16
92057,r,2026,2,65645.35,69666.12,599205.22,203312.5
92057,r,2026,3,81433.45,82823.94,724099.69,220636.83
92057,r,2026,4,91889.8,97408.5,805645.19,244502.07
92057,r,2027,1,141980.6,147286.34,1239143.86,370306.05
92057,r,2027,2,69764.61,62740,677708.32,190532.78
92057,r,2027,3,82927.11,77777.42,735456.11,233594.19
92057,r,2027,4,97535.99,85964.48,815006.9,258759.15
92057,r,2028,1,147502.72,139546.41,1234353.51,377004.71
92057,r,2028,2,62828.7,70959.69,635109.27,192201.93
92057,r,2028,3,77874.3,78997.24,778647.29,227816.62
92057,r,2028,4,86076.99,86963.4,862530.49,270583.37
92058,c,2026,1,0,0,0,0
92058,c,2026,2,0,0,0,0
92058,c,2026,3,0,0,0,0
92058,c,2026,4,0,0,0,0
92058,c,2027,1,0,0,0,0
92058,c,2027,2,0,0,0,0
92058,c,2027,3,0,0,0,0
92058,c,2027,4,0,0,0,0
92058,c,2028,1,0,0,0,0
92058,c,2028,2,0,0,0,0
92058,c,2028,3,0,0,0,0
92058,c,2028,4,0,0,0,0
92058,r,2026,1,79145.95,81011.19,713309.92,202036.75
92058,r,2026,2,56267.76,55382,552804.76,146596.05
92058,r,2026,3,63706.78,53814.71,555029.62,163207.97
92058,r,2026,4,61210.18,59255.81,581686.97,170581.29
92058,r,2027,1,81120.81,80014.79,673455.85,212347.71
92058,r,2027,2,55449.94,56747.36,488653.51,168658.28
92058,r,2027,3,53874.14,59061.14,544026.57,164635.01
92058,r,2027,4,59327.3,61570.37,568604.29,177241
92058,r,2028,1,80123.06,75544.2,707825.69,207258.58
92058,r,2028,2,56816.98,50162.01,562194.26,149680.37
92058,r,2028,3,59126.36,57890.29,548783.37,150130.52
92058,r,2028,4,61644.64,60185.59,590803.34,171307.15
92059,c,2026,1,0,0,0,0
92059,c,2026,2,0,0,0,0
92059,c,2026,3,0,0,0,0
92059,c,2026,4,0,0,0,0
92059,c,2027,1,0,0,0,0
92059,c,2027,2,0,0,0,0
92059,c,2027,3,0,0,0,0
92059,c,2027,4,0,0,0,0
92059,c,2028,1,0,0,0,0
92059,c,2028,2,0,0,0,0
92059,c,2028,3,0,0,0,0
92059,c,2028,4,0,0,0,0
92059,r,2026,1,10552.09,10246.68,98241.48,26836.89
92059,r,2026,2,6497.53,7002,62810.31,19681.08
92059,r,2026,3,11124.07,12323.95,112667.09,34404.17
92059,r,2026,4,9724.48,9160.91,90167.29,27624.77
92059,r,2027,1,10258.27,10950.5,89456.31,28811.65
92059,r,2027,2,7008.65,6316.92,65603.59,19685.64
92059,r,2027,3,12337.76,11757.71,114680.57,33612.91
92059,r,2027,4,9169.93,9383.45,92082.57,25605.53
92059,r,2028,1,10962.88,9971.26,96038.84,29260.97
92059,r,2028,2,6322.92,6597.85,65618.79,21712.05
92059,r,2028,3,11770.88,11967.83,112043.05,31745.16
92059,r,2028,4,9392.7,9582.77,85351.78,25457.6
92060,c,2026,1,0,0,0,0
92060,c,2026,2,0,0,0,0
92060,c,2026,3,0,0,0,0
92060,c,2026,4,0,0,0,0
92060,c,2027,1,0,0,0,0
92060,c,2027,2,0,0,0,0
92060,c,2027,3,0,0,0,0
92060,c,2027,4,0,0,0,0
92060,c,2028,1,0,0,0,0
92060,c,2028,2,0,0,0,0
92060,c,2028,3,0,0,0,0
92060,c,2028,4,0,0,0,0
92060,r,2026,1,0,0,0,0
92060,r,2026,2,0,0,0,0
92060,r,2026,3,0,0,0,0
92060,r,2026,4,0,0,0,0
92060,r,2027,1,0,0,0,0
92060,r,2027,2,0,0,0,0
92060,r,2027,3,0,0,0,0
92060,r,2027,4,0,0,0,0
92060,r,2028,1,0,0,0,0
92060,r,2028,2,0,0,0,0
92060,r,2028,3,0,0,0,0
92060,r,2028,4,0,0,0,0
92061,c,2026,1,0,0,0,0
92061,c,2026,2,0,0,0,0
92061,c,2026,3,0,0,0,0
92061,c,2026,4,0,0,0,0
92061,c,2027,1,0,0,0,0
92061,c,2027,2,0,0,0,0
92061,c,2027,3,0,0,0,0
92061,c,2027,4,0,0,0,0
92061,c,2028,1,0,0,0,0
92061,c,2028,2,0,0,0,0
92061,c,2028,3,0,0,0,0
92061,c,2028,4,0,0,0,0
92061,r,2026,1,13270.97,13377.15,125285.8,41649.7
92061,r,2026,2,5344.43,5011.24,50713.36,15413.73
92061,r,2026,3,8822.3,8386.24,82078.03,23700.88
92061,r,2026,4,8529.75,7811.95,68062.27,23937.34
92061,r,2027,1,13394.32,14220.63,138832.35,39239.17
92061,r,2027,2,5015.9,5114.39,51379.11,15956.26
92061,r,2027,3,8395.99,8580.46,79002.93,24706.47
92061,r,2027,4,7819.94,7101.47,79791.12,20420.75
92061,r,2028,1,14238.88,15758.23,130797.22,36134.34
92061,r,2028,2,5119.15,5181.53,53187.55,14496.05
92061,r,2028,3,8590.45,8258.99,82354.9,22869.36
92061,r,2028,4,7108.73,8325.24,68069.16,20238.17
92064,c,2026,1,0,0,0,0
92064,c,2026,2,0,0,0,0
92064,c,2026,3,0,0,0,0
92064,c,2026,4,0,0,0,0
92064,c,2027,1,0,0,0,0
92064,c,2027,2,0,0,0,0
92064,c,2027,3,0,0,0,0
92064,c,2027,4,0,0,0,0
92064,c,2028,1,0,0,0,0
92064,c,2028,2,0,0,0,0
92064,c,2028,3,0,0,0,0
92064,c,2028,4,0,0,0,0
92064,r,2026,1,182793.07,199479.64,1560677.35,558205.86
92064,r,2026,2,93289.38,90648.13,844934.96,278276.87
92064,r,2026,3,256001.06,244050.13,2394349.19,671226.23
92064,r,2026,4,201108.32,206928.44,1906645.08,611364.57
92064,r,2027,1,199690.58,172380.81,1860686.19,495682
92064,r,2027,2,90734.59,85239.01,927589.58,286577.52
92064,r,2027,3,244293.32,250187.74,2237420.78,743604.63
92064,r,2027,4,207136.1,198619.6,2037881.89,635153.99
92064,r,2028,1,172563.1,205517.56,1652273.32,479956.25
92064,r,2028,2,85320.31,93577.4,955258.41,270102.24
92064,r,2028,3,250437.04,233790.15,2478682.1,681314.48
92064,r,2028,4,198818.92,212290.84,2117179.97,570846.69
92065,c,2026,1,32203.51,31577.21,196443.24,60260.29
92065,c,2026,2,0,0,0,0
92065,c,2026,3,0,0,0,0
92065,c,2026,4,0,0,0,0
92065,c,2027,1,31665.26,30148.98,200867.62,60727.19
92065,c,2027,2,0,0,0,0
92065,c,2027,3,0,0,0,0
92065,c,2027,4,0,0,0,0
92065,c,2028,1,30233.04,30828.01,202423.97,59884.53
92065,c,2028,2,0,0,0,0
92065,c,2028,3,0,0,0,0
92065,c,2028,4,0,0,0,0
92065,r,2026,1,102979.81,108702.06,900007.72,291687.16
92065,r,2026,2,19198.68,16944.4,176284.29,49820.71
92065,r,2026,3,66735.18,58376.36,589597.9,179621.66
92065,r,2026,4,59426.03,59478.79,538443.32,161802.94
92065,r,2027,1,108851.79,103098.02,972290.55,274282.84
92065,r,2027,2,16961.42,17422.84,166069.04,57222.3
92065,r,2027,3,58434.1,61894.78,598738.85,185119.13
92065,r,2027,4,59538.32,56142.09,539343.13,157236.25
92065,r,2028,1,103240.04,111378.19,914276.13,263282.19
92065,r,2028,2,17440.35,16413.23,190741.01,54289.89
92065,r,2028,3,61956,62854.38,617063.76,182520.77
92065,r,2028,4,56198.29,56235.91,524120.82,156997.81
92066,c,2026,1,0,0,0,0
92066,c,2026,2,0,0,0,0
92066,c,2026,3,0,0,0,0
92066,c,2026,4,0,0,0,0
92066,c,2027,1,0,0,0,0
92066,c,2027,2,0,0,0,0
92066,c,2027,3,0,0,0,0
92066,c,2027,4,0,0,0,0
92066,c,2028,1,0,0,0,0
92066,c,2028,2,0,0,0,0
92066,c,2028,3,0,0,0,0
92066,c,2028,4,0,0,0,0
92066,r,2026,1,0,0,0,0
92066,r,2026,2,0,0,0,0
92066,r,2026,3,0,0,0,0
92066,r,2026,4,0,0,0,0
92066,r,2027,1,0,0,0,0
92066,r,2027,2,0,0,0,0
92066,r,2027,3,0,0,0,0
92066,r,2027,4,0,0,0,0
92066,r,2028,1,0,0,0,0
92066,r,2028,2,0,0,0,0
92066,r,2028,3,0,0,0,0
92066,r,2028,4,0,0,0,0
92067,c,2026,1,7950.32,8368.46,59988.11,17441.9
92067,c,2026,2,6197.29,6382.31,48501.12,12504.05
92067,c,2026,3,6744.47,6399.74,55039.2,17031.25
92067,c,2026,4,12233.76,11719.21,83597.9,23611.31
92067,c,2027,1,8391.03,8695.13,58139.67,16387.63
92067,c,2027,2,6400.61,6516.71,41680.16,14323.86
92067,c,2027,3,6425.42,6064.75,56770.84,17639.23
92067,c,2027,4,11740.09,11514.9,78704.36,27057
92067,c,2028,1,8718.58,8427.21,54625.43,16953.92
92067,c,2028,2,6535.39,5600.23,47746.22,14657.28
92067,c,2028,3,6089.08,6255.56,58797.44,15412.93
92067,c,2028,4,11535.41,10840.86,90190.01,24352
92067,r,2026,1,38006.2,37540.24,325105.86,93856.49
92067,r,2026,2,16157.61,18296.99,168810.55,52659.74
92067,r,2026,3,25737.92,25166.59,240144.49,75854.29
92067,r,2026,4,32221.74,34964.57,284573.6,102851.43
92067,r,2027,1,37584.37,36633.3,312854.97,92847.14
92067,r,2027,2,18313.59,17020.84,175532.48,51292.27
92067,r,2027,3,25191.54,24997.21,252847.63,71441.2
92067,r,2027,4,34997.16,29552.6,342838.11,96352.28
92067,r,2028,1,36676.36,35252.85,309490.45,97692.33
92067,r,2028,2,17036.28,17698.6,170974.22,49389.09
92067,r,2028,3,25021.99,26319.51,238137.33,72536.69
92067,r,2028,4,29580.14,35603.3,321174.27,95855.95
92068,c,2026,1,0,0,0,0
92068,c,2026,2,0,0,0,0
92068,c,2026,3,0,0,0,0
92068,c,2026,4,0,0,0,0
92068,c,2027,1,0,0,0,0
92068,c,2027,2,0,0,0,0
92068,c,2027,3,0,0,0,0
92068,c,2027,4,0,0,0,0
92068,c,2028,1,0,0,0,0
92068,c,2028,2,0,0,0,0
92068,c,2028,3,0,0,0,0
92068,c,2028,4,0,0,0,0
92068,r,2026,1,0,0,0,0
92068,r,2026,2,0,0,0,0
92068,r,2026,3,0,0,0,0
92068,r,2026,4,0,0,0,0
92068,r,2027,1,0,0,0,0
92068,r,2027,2,0,0,0,0
92068,r,2027,3,0,0,0,0
92068,r,2027,4,0,0,0,0
92068,r,2028,1,0,0,0,0
92068,r,2028,2,0,0,0,0
92068,r,2028,3,0,0,0,0
92068,r,2028,4,0,0,0,0
92069,c,2026,1,78797.63,80229.91,474356.17,147865.54
92069,c,2026,2,0,0,0,0
92069,c,2026,3,0,0,0,0
92069,c,2026,4,0,0,0,0
92069,c,2027,1,80453.61,72801.45,492885.13,152969.79
92069,c,2027,2,0,0,0,0
92069,c,2027,3,0,0,0,0
92069,c,2027,4,0,0,0,0
92069,c,2028,1,73004.44,75645.17,509899.32,141090.42
92069,c,2028,2,0,0,0,0
92069,c,2028,3,0,0,0,0
92069,c,2028,4,0,0,0,0
92069,r,2026,1,58420.53,58302.97,495589.95,134536
92069,r,2026,2,20747.54,20443.79,178437.74,55996.98
92069,r,2026,3,36177.58,33212.3,289631.51,95907.49
92069,r,2026,4,34438.82,32148.9,311627.09,97757.51
92069,r,2027,1,58380,56717.57,448453.34,147823.47
92069,r,2027,2,20468.05,18055.27,186656.58,57065.61
92069,r,2027,3,33236.24,30083,319691.62,95502.72
92069,r,2027,4,32175.61,32131.64,325858.37,97847.06
92069,r,2028,1,56792.5,51323.04,492744.9,137152.69
92069,r,2028,2,18076.69,18886.89,190218.7,62425.64
92069,r,2028,3,30104.69,33205.24,318342.42,95115.14
92069,r,2028,4,32158.34,33599.02,326156.87,93647.58
92070,c,2026,1,0,0,0,0
92070,c,2026,2,0,0,0,0
92070,c,2026,3,0,0,0,0
92070,c,2026,4,0,0,0,0
92070,c,2027,1,0,0,0,0
92070,c,2027,2,0,0,0,0
92070,c,2027,3,0,0,0,0
92070,c,2027,4,0,0,0,0
92070,c,2028,1,0,0,0,0
92070,c,2028,2,0,0,0,0
92070,c,2028,3,0,0,0,0
92070,c,2028,4,0,0,0,0
92070,r,2026,1,0,0,0,0
92070,r,2026,2,0,0,0,0
92070,r,2026,3,0,0,0,0
92070,r,2026,4,0,0,0,0
92070,r,2027,1,0,0,0,0
92070,r,2027,2,0,0,0,0
92070,r,2027,3,0,0,0,0
92070,r,2027,4,0,0,0,0
92070,r,2028,1,0,0,0,0
92070,r,2028,2,0,0,0,0
92070,r,2028,3,0,0,0,0
92070,r,2028,4,0,0,0,0
92071,c,2026,1,280106.6,274214.65,1664044.73,554004.28
92071,c,2026,2,277013.16,258188.22,1737686.1,610716.97
92071,c,2026,3,309769.78,284611.78,2592165.74,716397.14
92071,c,2026,4,290742.69,295998.39,2120477.68,582818.37
92071,c,2027,1,274495.96,240555.8,1846680.94,562785
92071,c,2027,2,258446.32,239826.09,2035723.22,519175.8
92071,c,2027,3,284931.74,292540.38,2387990.47,773192.98
92071,c,2027,4,296292.59,283720.83,1942727.89,589596.06
92071,c,2028,1,240802.58,266957.85,1875950.01,536045.3
92071,c,2028,2,240065.84,280959.57,1730586,603839.05
92071,c,2028,3,292869.26,269498.06,2577309.93,767488.87
92071,c,2028,4,284002.83,259937.83,1965320.21,608452.56
92071,r,2026,1,189855.3,229430.91,2130767.63,688246.85
92071,r,2026,2,160901.45,157367.31,1691202.71,509971.21
92071,r,2026,3,365706.42,346809.06,3584797.54,1185150.01
92071,r,2026,4,258551.78,246639.64,2386924.3,697364.79
92071,r,2027,1,229661.58,234698.35,2294156.17,626935.7
92071,r,2027,2,157513.17,169716.97,1699904.02,462985.46
92071,r,2027,3,347142.31,374155,3950500.02,1148043.64
92071,r,2027,4,246897.17,249143.38,2324549.31,710380.97
92071,r,2028,1,234934.31,252695.16,2089785.67,638661.78
92071,r,2028,2,169874.28,170590.17,1543284.88,478913.22
92071,r,2028,3,374514.52,412324.35,3826812.14,1145570.99
92071,r,2028,4,249403.53,242632.78,2367936.56,669690.13
92072,c,2026,1,0,0,0,0
92072,c,2026,2,0,0,0,0
92072,c,2026,3,0,0,0,0
92072,c,2026,4,0,0,0,0
92072,c,2027,1,0,0,0,0
92072,c,2027,2,0,0,0,0
92072,c,2027,3,0,0,0,0
92072,c,2027,4,0,0,0,0
92072,c,2028,1,0,0,0,0
92072,c,2028,2,0,0,0,0
92072,c,2028,3,0,0,0,0
92072,c,2028,4,0,0,0,0
92072,r,2026,1,0,0,0,0
92072,r,2026,2,0,0,0,0
92072,r,2026,3,0,0,0,0
92072,r,2026,4,0,0,0,0
92072,r,2027,1,0,0,0,0
92072,r,2027,2,0,0,0,0
92072,r,2027,3,0,0,0,0
92072,r,2027,4,0,0,0,0
92072,r,2028,1,0,0,0,0
92072,r,2028,2,0,0,0,0
92072,r,2028,3,0,0,0,0
92072,r,2028,4,0,0,0,0
92075,c,2026,1,89387.06,74437.21,607979.02,170323.33
92075,c,2026,2,79410.27,82553.6,590582.6,175517.98
92075,c,2026,3,91416.96,80964.36,767394.85,237440.66
92075,c,2026,4,81704.46,87734.76,652212.89,201819.77
92075,c,2027,1,74512.31,87856.49,567744.43,171785.49
92075,c,2027,2,82636.52,81488.64,585059.93,170893.93
92075,c,2027,3,81054.73,86560.44,791468.87,247425.62
92075,c,2027,4,87822.09,87287.55,672732.55,192848.67
92075,c,2028,1,87945.14,82042.36,572618.29,175609.31
92075,c,2028,2,81570.48,80726.62,569646.42,169843.45
92075,c,2028,3,86657.07,89275.94,824752.06,247550.07
92075,c,2028,4,87374.43,90033.75,642828.9,209864.11
92075,r,2026,1,80110.21,89606.6,720674,249899.39
92075,r,2026,2,60898.23,54543.23,571069.56,172110.3
92075,r,2026,3,68197.39,58782.56,604957.49,207760.54
92075,r,2026,4,72731.42,66243.65,726070.53,214403.04
92075,r,2027,1,89698.51,79617.65,832997.96,233287.34
92075,r,2027,2,54598.85,57637.68,573701,158756.66
92075,r,2027,3,58838.76,63168.39,692535.12,198639.6
92075,r,2027,4,66310.03,75630.92,714676.79,214453.6
92075,r,2028,1,79699.31,92026.83,777624.46,236055.62
92075,r,2028,2,57696.46,57903.27,529188.88,177732.82
92075,r,2028,3,63228.78,72313.06,662132,203802.97
92075,r,2028,4,75706.7,74444.09,714845.35,236537.27
92078,c,2026,1,76451.08,85886.04,542687.05,162719.38
92078,c,2026,2,33521.78,35676.87,229894.83,67531.65
92078,c,2026,3,34737.1,0,279215.2,87814.46
92078,c,2026,4,0,0,0,0
92078,c,2027,1,86125.52,83288.48,542397.93,177272.39
92078,c,2027,2,36018.53,33403.6,225105.5,66447.98
92078,c,2027,3,31005.21,0,292714.85,89213.74
92078,c,2027,4,0,0,0,0
92078,c,2028,1,83520.72,83244.11,590907.96,159177.34
92078,c,2028,2,33723.49,32707.71,221493.28,66692.52
92078,c,2028,3,30648.14,0,297379.15,84951.6
92078,c,2028,4,0,0,0,0
92078,r,2026,1,79907.43,75232.32,716719.88,206553.53
92078,r,2026,2,39957.2,41123.04,393246.47,117476.67
92078,r,2026,3,55801.53,56781.08,527642.32,171354.44
92078,r,2026,4,51487.6,50221.23,517856.27,162824.16
92078,r,2027,1,75329.39,81620.82,688511.76,208328.45
92078,r,2027,2,41165.04,40163.16,391588.92,120023.53
92078,r,2027,3,56829.2,54863.32,571181.46,158359.51
92078,r,2027,4,50266.72,53666.27,542747.19,148252.57
92078,r,2028,1,81726.13,78408.45,694428.18,213529.28
92078,r,2028,2,40204.19,39993.87,400078.44,119131.21
92078,r,2028,3,54909.81,59390.44,527865.02,157919.85
92078,r,2028,4,53714.88,56245.75,494175.25,151449.7
92079,c,2026,1,0,0,0,0
92079,c,2026,2,0,0,0,0
92079,c,2026,3,0,0,0,0
92079,c,2026,4,0,0,0,0
92079,c,2027,1,0,0,0,0
92079,c,2027,2,0,0,0,0
92079,c,2027,3,0,0,0,0
92079,c,2027,4,0,0,0,0
92079,c,2028,1,0,0,0,0
92079,c,2028,2,0,0,0,0
92079,c,2028,3,0,0,0,0
92079,c,2028,4,0,0,0,0
92079,r,2026,1,0,0,0,0
92079,r,2026,2,0,0,0,0
92079,r,2026,3,0,0,0,0
92079,r,2026,4,0,0,0,0
92079,r,2027,1,0,0,0,0
92079,r,2027,2,0,0,0,0
92079,r,2027,3,0,0,0,0
92079,r,2027,4,0,0,0,0
92079,r,2028,1,0,0,0,0
92079,r,2028,2,0,0,0,0
92079,r,2028,3,0,0,0,0
92079,r,2028,4,0,0,0,0
92081,c,2026,1,275416.88,276656.96,1976619.54,529816.24
92081,c,2026,2,216414.69,202743.01,1373755.08,459481.34
92081,c,2026,3,114543.27,113804.24,958787.58,283824.84
92081,c,2026,4,133730.2,139676.21,1082217.86,321373.99
92081,c,2027,1,277100.32,293258.94,1766054.14,558998.75
92081,c,2027,2,203052.43,195590.41,1531604.47,439403.94
92081,c,2027,3,114165.22,115254.85,946082.79,281301.77
92081,c,2027,4,140119.25,150935.08,1071246.63,292261.16
92081,c,2028,1,293728.91,262018.64,1863329.16,583117.15
92081,c,2028,2,195888.91,218064.45,1464679.79,414543.56
92081,c,2028,3,115620.43,113727.62,937672.57,286853.21
92081,c,2028,4,151413.83,149404.94,974203.87,312084.77
92081,r,2026,1,83152.64,99799.21,848424.88,256500.76
92081,r,2026,2,52937.71,54486.74,497377.18,151217.51
92081,r,2026,3,55078.74,59330.94,559473.95,170879.6
92081,r,2026,4,65513.37,67006.01,597349.47,184510.62
92081,r,2027,1,99937.51,95149.78,855002.53,232968.13
92081,r,2027,2,54555.79,51298.32,504058.35,152898.9
92081,r,2027,3,59399.3,59692.7,569598.67,164319.12
92081,r,2027,4,67088.89,63392.95,615035.39,181981.02
92081,r,2028,1,95281.63,95887.45,776560.43,256797.05
92081,r,2028,2,51363.32,51987.4,509662.99,159784.23
92081,r,2028,3,59761.48,60772.95,547730.41,159183.7
92081,r,2028,4,63471.35,65269.84,606603.41,187883.87
92082,c,2026,1,0,0,0,0
92082,c,2026,2,0,0,0,0
92082,c,2026,3,0,0,0,0
92082,c,2026,4,0,0,0,0
92082,c,2027,1,0,0,0,0
92082,c,2027,2,0,0,0,0
92082,c,2027,3,0,0,0,0
92082,c,2027,4,0,0,0,0
92082,c,2028,1,0,0,0,0
92082,c,2028,2,0,0,0,0
92082,c,2028,3,0,0,0,0
92082,c,2028,4,0,0,0,0
92082,r,2026,1,48885.64,51467,451835.51,121344.48
92082,r,2026,2,12913.58,13151.23,140686.86,36785.82
92082,r,2026,3,37518.26,37681.66,320441,116321.64
92082,r,2026,4,33344.85,32345.83,319829.56,98074.06
92082,r,2027,1,51532.02,51071.68,404481.61,131089
92082,r,2027,2,13163.42,14026.65,122619.4,39286.07
92082,r,2027,3,37718.88,33567.84,387738.81,101629.42
92082,r,2027,4,32378.63,33366.31,326913.53,92488.23
92082,r,2028,1,51136.19,45719.19,436963.34,133024.5
92082,r,2028,2,14039.64,12225.3,130953.56,37951.62
92082,r,2028,3,33601,40617.63,338764.74,110510.39
